date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2023/09/17,2023,9,17,chokepoint8,Gibraltar Strait,43,25,24,4,58,96,154,1126963,843058,88568,9185,1872357,2067775,3940132,21081
2023/09/18,2023,9,18,chokepoint8,Gibraltar Strait,36,27,16,4,53,83,136,1210948,1267383,97532,8047,1471392,2583911,4055303,21082
2023/09/19,2023,9,19,chokepoint8,Gibraltar Strait,43,35,25,3,64,106,170,1302063,1718025,145928,6360,1505832,3172377,4678209,21083
2023/09/20,2023,9,20,chokepoint8,Gibraltar Strait,33,39,37,6,37,115,152,1022307,1934934,111404,16928,1263744,3085575,4349320,21084
2023/09/21,2023,9,21,chokepoint8,Gibraltar Strait,35,34,17,11,63,97,160,847468,1738033,70102,37532,1991062,2693137,4684200,21085
2023/09/22,2023,9,22,chokepoint8,Gibraltar Strait,32,34,26,7,52,99,151,946063,1437939,83152,11117,2261572,2478272,4739844,21086
2023/09/23,2023,9,23,chokepoint8,Gibraltar Strait,40,37,21,6,41,104,145,980519,1829900,50117,16750,1593179,2877288,4470468,21087
2023/09/24,2023,9,24,chokepoint8,Gibraltar Strait,40,24,23,6,54,93,147,1098483,848030,57416,9985,1229677,2013915,3243592,21088
2023/09/25,2023,9,25,chokepoint8,Gibraltar Strait,34,27,20,2,53,83,136,1255380,1665077,95721,11552,1542454,3027732,4570186,21089
2023/09/26,2023,9,26,chokepoint8,Gibraltar Strait,34,35,15,7,46,91,137,1054163,1643432,73110,26964,1512026,2797671,4309698,21090
2023/09/27,2023,9,27,chokepoint8,Gibraltar Strait,34,43,17,5,46,99,145,916354,1742026,38430,4148,1384735,2700960,4085696,21091
2023/09/28,2023,9,28,chokepoint8,Gibraltar Strait,35,30,27,2,41,94,135,1386620,1349489,110301,16206,860382,2862617,3723000,21092
2023/09/29,2023,9,29,chokepoint8,Gibraltar Strait,32,29,30,4,49,95,144,957441,1726573,123765,27000,1386498,2834781,4221280,21093
2023/09/30,2023,9,30,chokepoint8,Gibraltar Strait,26,37,21,6,44,90,134,570097,1945141,78465,26297,942271,2620001,3562273,21094
2023/10/01,2023,10,1,chokepoint8,Gibraltar Strait,48,32,23,10,47,113,160,1632792,1465943,76973,20010,1779752,3195719,4975471,21095
2023/10/02,2023,10,2,chokepoint8,Gibraltar Strait,37,29,27,5,46,98,144,1256238,1001206,118049,21360,1717697,2396856,4114553,21096
2023/10/03,2023,10,3,chokepoint8,Gibraltar Strait,38,37,24,5,50,104,154,1520727,1590006,125863,9846,1379431,3246444,4625875,21097
2023/10/04,2023,10,4,chokepoint8,Gibraltar Strait,31,32,21,9,59,93,152,652757,1205145,45369,18137,1775778,1921410,3697188,21098
2023/10/05,2023,10,5,chokepoint8,Gibraltar Strait,33,33,24,5,51,95,146,684100,1593213,119124,9098,989610,2405537,3395148,21099
2023/10/06,2023,10,6,chokepoint8,Gibraltar Strait,30,37,28,5,45,100,145,900377,1133896,59516,0,1722491,2093791,3816282,21100
2023/10/07,2023,10,7,chokepoint8,Gibraltar Strait,47,31,24,11,50,113,163,1501203,1211838,62452,13295,1784076,2788790,4572866,21101
2023/10/08,2023,10,8,chokepoint8,Gibraltar Strait,43,46,25,8,44,122,166,1251268,1372000,98647,20231,1633656,2742149,4375806,21102
2023/10/09,2023,10,9,chokepoint8,Gibraltar Strait,38,34,20,7,52,99,151,1190366,1494515,97769,16090,1587958,2798742,4386700,21103
2023/10/10,2023,10,10,chokepoint8,Gibraltar Strait,29,37,13,2,53,81,134,996762,1809246,43000,5356,1243390,2854365,4097755,21104
2023/10/11,2023,10,11,chokepoint8,Gibraltar Strait,47,30,25,8,52,110,162,1580908,1327372,93106,22497,1266837,3023884,4290721,21105
2023/10/12,2023,10,12,chokepoint8,Gibraltar Strait,37,24,25,11,42,97,139,816742,825700,74972,18428,1534375,1735843,3270219,21106
2023/10/13,2023,10,13,chokepoint8,Gibraltar Strait,31,32,21,9,58,93,151,962720,1230134,92303,43255,1943996,2328413,4272410,21107
2023/10/14,2023,10,14,chokepoint8,Gibraltar Strait,44,36,24,4,56,108,164,1315885,1492501,53560,5593,1509683,2867541,4377225,21108
2023/10/15,2023,10,15,chokepoint8,Gibraltar Strait,32,31,23,2,54,88,142,670282,1359904,109674,4996,1512276,2144858,3657135,21109
2023/10/16,2023,10,16,chokepoint8,Gibraltar Strait,45,36,17,6,48,104,152,1699929,2195409,58045,15967,742402,3969352,4711755,21110
2023/10/17,2023,10,17,chokepoint8,Gibraltar Strait,37,24,19,5,49,85,134,1318355,1236633,103210,22631,1637398,2680830,4318229,21111
2023/10/18,2023,10,18,chokepoint8,Gibraltar Strait,24,31,11,5,44,71,115,702048,1275418,59270,6326,1375765,2043062,3418828,21112
2023/10/19,2023,10,19,chokepoint8,Gibraltar Strait,39,24,19,8,47,90,137,968621,1013309,71580,34776,1292497,2088288,3380785,21113
2023/10/20,2023,10,20,chokepoint8,Gibraltar Strait,36,39,28,5,37,108,145,1156708,2011745,130778,10259,1242708,3309492,4552200,21114
2023/10/21,2023,10,21,chokepoint8,Gibraltar Strait,33,28,21,8,43,90,133,819097,879107,57455,11989,1308174,1767650,3075825,21115
2023/10/22,2023,10,22,chokepoint8,Gibraltar Strait,22,23,7,4,41,56,97,679596,1001869,21101,6242,1480796,1708809,3189606,21116
2023/10/23,2023,10,23,chokepoint8,Gibraltar Strait,38,36,26,10,53,110,163,1294538,1888852,96751,12907,1347032,3293050,4640082,21117
2023/10/24,2023,10,24,chokepoint8,Gibraltar Strait,43,24,20,13,48,100,148,1447157,751172,61760,34184,1275078,2294275,3569354,21118
2023/10/25,2023,10,25,chokepoint8,Gibraltar Strait,38,44,26,7,58,115,173,1306860,2121846,83516,41674,2543044,3553897,6096942,21119
2023/10/26,2023,10,26,chokepoint8,Gibraltar Strait,36,26,30,5,65,97,162,1063921,860510,146569,12381,1209415,2083383,3292798,21120
2023/10/27,2023,10,27,chokepoint8,Gibraltar Strait,37,29,21,8,53,95,148,1274200,1260184,109107,12530,1555258,2656022,4211280,21121
2023/10/28,2023,10,28,chokepoint8,Gibraltar Strait,24,35,24,6,58,89,147,764170,2014952,117258,10808,2185083,2907189,5092272,21122
2023/10/29,2023,10,29,chokepoint8,Gibraltar Strait,40,27,16,5,38,88,126,729027,1227941,48199,30090,1161663,2035257,3196921,21123
2023/10/30,2023,10,30,chokepoint8,Gibraltar Strait,36,26,18,3,54,83,137,1195168,1501474,23049,3131,1262896,2722823,3985720,21124
2023/10/31,2023,10,31,chokepoint8,Gibraltar Strait,33,25,24,2,44,84,128,680337,1060878,92746,0,1269627,1833961,3103589,21125
2023/11/01,2023,11,1,chokepoint8,Gibraltar Strait,36,34,22,5,46,97,143,914279,1512160,38484,16404,1574247,2481329,4055577,21126
2023/11/02,2023,11,2,chokepoint8,Gibraltar Strait,38,37,26,4,42,105,147,1126954,1867908,118898,7463,1102593,3121225,4223818,21127
2023/11/03,2023,11,3,chokepoint8,Gibraltar Strait,31,27,12,5,35,75,110,896158,1248846,41961,872,1277820,2187838,3465658,21128
2023/11/04,2023,11,4,chokepoint8,Gibraltar Strait,27,32,9,3,37,71,108,846668,1392278,44563,7115,1074292,2290626,3364918,21129
2023/11/05,2023,11,5,chokepoint8,Gibraltar Strait,29,31,19,8,46,87,133,996666,1245921,81709,34883,1284897,2359180,3644078,21130
2023/11/06,2023,11,6,chokepoint8,Gibraltar Strait,35,23,12,7,39,77,116,906307,910542,33565,22584,1309089,1872999,3182089,21131
2023/11/07,2023,11,7,chokepoint8,Gibraltar Strait,30,34,19,3,37,86,123,766496,1335950,91256,5858,622444,2199562,2822006,21132
2023/11/08,2023,11,8,chokepoint8,Gibraltar Strait,49,30,23,6,50,108,158,1895642,1489654,74964,20278,1868145,3480540,5348685,21133
2023/11/09,2023,11,9,chokepoint8,Gibraltar Strait,41,36,26,16,69,119,188,1270420,2151194,96645,43750,3558535,3562011,7120546,21134
2023/11/10,2023,11,10,chokepoint8,Gibraltar Strait,37,52,30,6,75,125,200,889892,2692504,123174,10195,2813574,3715766,6529341,21135
2023/11/11,2023,11,11,chokepoint8,Gibraltar Strait,36,42,36,9,42,123,165,1002729,1652368,135276,6691,834891,2797066,3631958,21136
2023/11/12,2023,11,12,chokepoint8,Gibraltar Strait,34,29,20,4,42,87,129,827933,1256427,113006,18855,991858,2216223,3208082,21137
2023/11/13,2023,11,13,chokepoint8,Gibraltar Strait,49,29,17,6,44,101,145,1590561,981034,82552,18799,1042701,2672948,3715650,21138
2023/11/14,2023,11,14,chokepoint8,Gibraltar Strait,46,36,14,6,50,102,152,1252339,2118869,42901,2705,1834162,3416816,5250978,21139
2023/11/15,2023,11,15,chokepoint8,Gibraltar Strait,39,52,18,8,59,117,176,1128123,2349027,69707,23937,1775956,3570795,5346752,21140
2023/11/16,2023,11,16,chokepoint8,Gibraltar Strait,37,34,23,4,52,98,150,1159265,1544258,105126,13891,2208587,2822543,5031130,21141
2023/11/17,2023,11,17,chokepoint8,Gibraltar Strait,37,35,28,11,40,111,151,869503,1354344,144752,26592,1104311,2395193,3499504,21142
2023/11/18,2023,11,18,chokepoint8,Gibraltar Strait,36,23,17,7,69,83,152,1268243,821339,73380,18830,1911306,2181795,4093101,21143
2023/11/19,2023,11,19,chokepoint8,Gibraltar Strait,36,38,35,7,58,116,174,1225594,1532173,142498,20443,1118815,2920709,4039525,21144
2023/11/20,2023,11,20,chokepoint8,Gibraltar Strait,40,38,17,6,50,101,151,734691,2216184,37308,8661,1764086,2996845,4760932,21145
2023/11/21,2023,11,21,chokepoint8,Gibraltar Strait,34,31,19,4,60,88,148,1306460,1286878,84044,11972,1647518,2689356,4336874,21146
2023/11/22,2023,11,22,chokepoint8,Gibraltar Strait,34,25,23,7,49,89,138,947169,1077728,95435,4091,1593306,2124425,3717731,21147
2023/11/23,2023,11,23,chokepoint8,Gibraltar Strait,42,24,16,8,35,90,125,1206953,853390,92225,18311,1070701,2170879,3241581,21148
2023/11/24,2023,11,24,chokepoint8,Gibraltar Strait,27,24,17,5,62,73,135,796086,913395,52255,18572,2226706,1780310,4007016,21149
2023/11/25,2023,11,25,chokepoint8,Gibraltar Strait,37,47,24,6,56,114,170,1045415,2179157,94844,11981,1251523,3331398,4582922,21150
2023/11/26,2023,11,26,chokepoint8,Gibraltar Strait,39,35,28,9,52,111,163,909953,1649772,125323,10501,1407541,2695550,4103091,21151
2023/11/27,2023,11,27,chokepoint8,Gibraltar Strait,32,24,31,5,43,92,135,1221769,1098208,154625,13269,1300875,2487873,3788748,21152
2023/11/28,2023,11,28,chokepoint8,Gibraltar Strait,27,27,18,1,54,73,127,917364,1603784,82421,4660,1938312,2608231,4546543,21153
2023/11/29,2023,11,29,chokepoint8,Gibraltar Strait,38,25,24,4,46,91,137,1681202,1118072,69404,3885,1266199,2872564,4138764,21154
2023/11/30,2023,11,30,chokepoint8,Gibraltar Strait,36,29,25,3,55,93,148,699701,853900,101892,13872,2431154,1669367,4100521,21155
2023/12/01,2023,12,1,chokepoint8,Gibraltar Strait,34,30,17,5,62,86,148,1308348,1418625,78688,2142,2304607,2807804,5112412,21156
2023/12/02,2023,12,2,chokepoint8,Gibraltar Strait,32,38,23,9,60,102,162,1197766,2008727,96718,9505,1592804,3312718,4905523,21157
2023/12/03,2023,12,3,chokepoint8,Gibraltar Strait,39,29,23,10,56,101,157,875239,1180438,90434,28554,1517574,2174667,3692242,21158
2023/12/04,2023,12,4,chokepoint8,Gibraltar Strait,38,38,23,7,57,106,163,1454762,2288732,71135,27208,1984569,3841838,5826408,21159
2023/12/05,2023,12,5,chokepoint8,Gibraltar Strait,32,45,18,6,46,101,147,1324948,2082208,62437,6559,1706471,3476154,5182626,21160
2023/12/06,2023,12,6,chokepoint8,Gibraltar Strait,32,23,14,5,49,74,123,1073552,1282162,46825,24176,1182155,2426716,3608872,21161
2023/12/07,2023,12,7,chokepoint8,Gibraltar Strait,37,28,37,7,47,109,156,892720,1430883,187053,17527,1081292,2528185,3609477,21162
2023/12/08,2023,12,8,chokepoint8,Gibraltar Strait,34,29,22,6,60,91,151,879515,1328596,83275,15409,2295239,2306796,4602036,21163
2023/12/09,2023,12,9,chokepoint8,Gibraltar Strait,37,31,21,6,47,95,142,1369129,1442566,69456,7147,1328369,2888299,4216669,21164
2023/12/10,2023,12,10,chokepoint8,Gibraltar Strait,31,32,17,6,48,86,134,854717,1574121,92297,12271,1792848,2533407,4326256,21165
2023/12/11,2023,12,11,chokepoint8,Gibraltar Strait,40,30,18,3,33,91,124,961059,1499693,95729,7210,859294,2563692,3422986,21166
2023/12/12,2023,12,12,chokepoint8,Gibraltar Strait,27,26,21,5,56,79,135,840361,867731,77908,18592,1803434,1804594,3608028,21167
2023/12/13,2023,12,13,chokepoint8,Gibraltar Strait,28,30,25,8,56,91,147,1096514,1168264,100617,23144,1546857,2388540,3935397,21168
2023/12/14,2023,12,14,chokepoint8,Gibraltar Strait,35,42,20,2,55,99,154,1075315,1595388,69460,1750,1289902,2741914,4031816,21169
2023/12/15,2023,12,15,chokepoint8,Gibraltar Strait,35,37,16,5,46,93,139,979553,1628530,67836,6515,1097969,2682436,3780406,21170
2023/12/16,2023,12,16,chokepoint8,Gibraltar Strait,38,24,13,10,54,85,139,927766,988049,45861,48174,1983879,2009852,3993731,21171
2023/12/17,2023,12,17,chokepoint8,Gibraltar Strait,45,29,28,10,61,112,173,1460148,1360039,107201,23971,1628985,2951361,4580347,21172
2023/12/18,2023,12,18,chokepoint8,Gibraltar Strait,46,41,18,4,64,109,173,1442800,2001959,60517,18919,1945123,3524196,5469320,21173
2023/12/19,2023,12,19,chokepoint8,Gibraltar Strait,37,35,14,4,48,90,138,1353937,1447762,61963,12459,1295438,2876123,4171561,21174
2023/12/20,2023,12,20,chokepoint8,Gibraltar Strait,32,44,26,10,45,112,157,827929,2186443,109281,15701,1157342,3139355,4296698,21175
2023/12/21,2023,12,21,chokepoint8,Gibraltar Strait,43,31,22,3,49,99,148,1970480,1205840,67886,8809,1354064,3253017,4607081,21176
2023/12/22,2023,12,22,chokepoint8,Gibraltar Strait,39,37,14,3,53,93,146,886774,1629264,50462,7906,1321588,2574408,3895996,21177
2023/12/23,2023,12,23,chokepoint8,Gibraltar Strait,43,27,22,7,48,99,147,1515687,1159836,78372,20926,1315257,2774823,4090080,21178
2023/12/24,2023,12,24,chokepoint8,Gibraltar Strait,31,22,19,6,42,78,120,974096,1137132,77621,15924,1247878,2204774,3452653,21179
2023/12/25,2023,12,25,chokepoint8,Gibraltar Strait,32,20,17,7,45,76,121,1111894,1171026,100665,9900,954170,2393486,3347657,21180
2023/12/26,2023,12,26,chokepoint8,Gibraltar Strait,32,40,15,3,60,90,150,1168455,1969814,54007,4096,1589296,3196374,4785671,21181
2023/12/27,2023,12,27,chokepoint8,Gibraltar Strait,30,34,26,7,46,97,143,936402,1450798,119000,11120,1412390,2517322,3929713,21182
2023/12/28,2023,12,28,chokepoint8,Gibraltar Strait,33,35,18,9,56,95,151,823863,1274779,60352,28956,1839525,2187952,4027477,21183
2023/12/29,2023,12,29,chokepoint8,Gibraltar Strait,31,36,17,6,56,90,146,915576,1693654,96947,16221,1358457,2722399,4080856,21184
2023/12/30,2023,12,30,chokepoint8,Gibraltar Strait,27,35,24,3,53,89,142,819376,1578657,88900,7212,1963729,2494147,4457876,21185
2023/12/31,2023,12,31,chokepoint8,Gibraltar Strait,28,52,23,5,42,108,150,601824,1909333,70017,9833,1218335,2591009,3809345,21186
2024/01/01,2024,1,1,chokepoint8,Gibraltar Strait,40,25,21,6,59,92,151,1353289,1200531,67358,21639,2554942,2642818,5197760,21187
2024/01/02,2024,1,2,chokepoint8,Gibraltar Strait,20,43,19,1,41,83,124,471751,2006169,63170,0,1332711,2541092,3873803,21188
2024/01/03,2024,1,3,chokepoint8,Gibraltar Strait,20,34,18,4,37,76,113,784990,1469145,74061,2351,1152004,2330549,3482553,21189
2024/01/04,2024,1,4,chokepoint8,Gibraltar Strait,24,24,18,7,44,73,117,459933,1011317,72178,14773,1953500,1558203,3511703,21190
2024/01/05,2024,1,5,chokepoint8,Gibraltar Strait,28,22,22,5,46,77,123,704146,742146,69041,13016,854603,1528351,2382955,21191
2024/01/06,2024,1,6,chokepoint8,Gibraltar Strait,33,32,23,9,52,97,149,1484333,1409248,80821,27963,1557377,3002367,4559744,21192
2024/01/07,2024,1,7,chokepoint8,Gibraltar Strait,35,33,27,6,43,101,144,972495,1307954,82206,10859,1267820,2373516,3641337,21193
2024/01/08,2024,1,8,chokepoint8,Gibraltar Strait,31,50,26,8,60,115,175,1000591,2395429,114596,12345,1735893,3522962,5258855,21194
2024/01/09,2024,1,9,chokepoint8,Gibraltar Strait,31,24,20,3,34,78,112,983853,1257456,116400,7852,1192054,2365561,3557616,21195
2024/01/10,2024,1,10,chokepoint8,Gibraltar Strait,32,25,21,4,51,82,133,916553,1125010,56093,9685,1455071,2107342,3562414,21196
2024/01/11,2024,1,11,chokepoint8,Gibraltar Strait,35,27,23,9,52,94,146,1626898,1186072,80342,22693,1545537,2916006,4461544,21197
2024/01/12,2024,1,12,chokepoint8,Gibraltar Strait,34,28,27,6,46,95,141,1281649,868597,123535,11558,1367018,2285341,3652359,21198
2024/01/13,2024,1,13,chokepoint8,Gibraltar Strait,37,25,29,7,48,98,146,1094717,1020252,78284,16086,1347972,2209341,3557313,21199
2024/01/14,2024,1,14,chokepoint8,Gibraltar Strait,42,33,25,6,61,106,167,1423371,1390030,122118,984,1522841,2936505,4459346,21200
2024/01/15,2024,1,15,chokepoint8,Gibraltar Strait,36,29,22,2,42,89,131,1115602,1121080,70173,4245,1399407,2311102,3710509,21201
2024/01/16,2024,1,16,chokepoint8,Gibraltar Strait,30,24,28,6,53,88,141,1200778,974218,108814,27130,962890,2310943,3273833,21202
2024/01/17,2024,1,17,chokepoint8,Gibraltar Strait,36,25,10,7,50,78,128,1434700,1339042,22590,24031,1430815,2820364,4251180,21203
2024/01/18,2024,1,18,chokepoint8,Gibraltar Strait,40,21,8,7,37,76,113,1352140,595780,24415,1965,907020,1974302,2881322,21204
2021/11/12,2021,11,12,chokepoint8,Gibraltar Strait,24,23,24,6,32,77,109,756183,1154069,97732,15483,769953,2023469,2793423,21205
2026/03/31,2026,3,31,chokepoint8,Gibraltar Strait,34,20,18,2,35,74,109,1500198,737362,63317,6086,904008,2306965,3210973,21206
2026/04/01,2026,4,1,chokepoint8,Gibraltar Strait,30,31,27,6,51,94,145,884362,1028404,55712,12173,1500024,1980652,3480676,21207
2026/04/02,2026,4,2,chokepoint8,Gibraltar Strait,32,22,21,6,41,81,122,669889,865206,55108,30495,1070781,1620700,2691481,21208
2026/04/03,2026,4,3,chokepoint8,Gibraltar Strait,21,19,15,5,51,60,111,845525,1022442,68386,6653,1566442,1943008,3509450,21209
2026/04/04,2026,4,4,chokepoint8,Gibraltar Strait,21,32,17,6,23,76,99,693648,1324246,76053,12698,848300,2106646,2954947,21210
2026/04/05,2026,4,5,chokepoint8,Gibraltar Strait,34,34,11,6,58,85,143,959538,1609461,49698,10524,1540927,2629223,4170150,21211
2026/04/06,2026,4,6,chokepoint8,Gibraltar Strait,34,17,26,8,37,85,122,1020373,1023703,112726,20645,1076405,2177448,3253854,21212
2026/04/07,2026,4,7,chokepoint8,Gibraltar Strait,39,30,27,4,46,100,146,1231497,1516077,124427,11925,1126136,2883927,4010063,21213
2026/04/08,2026,4,8,chokepoint8,Gibraltar Strait,27,28,18,5,39,78,117,1065777,803750,59129,7064,842960,1935722,2778683,21214
2026/04/09,2026,4,9,chokepoint8,Gibraltar Strait,35,33,12,3,44,83,127,987095,1268659,28274,10638,646830,2294668,2941498,21215
2026/04/10,2026,4,10,chokepoint8,Gibraltar Strait,18,30,22,5,44,75,119,585690,1227740,76647,4705,726788,1894785,2621573,21216
2026/04/11,2026,4,11,chokepoint8,Gibraltar Strait,37,27,18,4,34,86,120,1299970,1059268,51457,14967,949530,2425663,3375193,21217
2026/04/12,2026,4,12,chokepoint8,Gibraltar Strait,37,19,20,3,26,79,105,1013119,880982,86875,7249,415703,1988227,2403931,21218
2026/04/13,2026,4,13,chokepoint8,Gibraltar Strait,28,25,26,8,41,87,128,934168,563914,107561,10325,1568140,1615970,3184111,21219
2026/04/14,2026,4,14,chokepoint8,Gibraltar Strait,27,35,24,1,54,87,141,556404,1493883,95661,5195,1391055,2151145,3542200,21220
2026/04/15,2026,4,15,chokepoint8,Gibraltar Strait,33,31,11,7,47,82,129,998397,953718,52216,20427,1379998,2024760,3404759,21221
2026/04/16,2026,4,16,chokepoint8,Gibraltar Strait,26,25,14,5,35,70,105,734505,1035179,58943,9210,672391,1837838,2510229,21222
2026/04/17,2026,4,17,chokepoint8,Gibraltar Strait,30,33,17,7,41,87,128,824704,1268765,99720,6572,901601,2199763,3101365,21223
2026/04/18,2026,4,18,chokepoint8,Gibraltar Strait,31,35,27,5,53,98,151,799145,1247335,94604,7007,992837,2148092,3140930,21224
2026/04/19,2026,4,19,chokepoint8,Gibraltar Strait,37,27,25,6,27,95,122,1192735,1058840,85827,14188,546307,2351592,2897899,21225
2026/04/20,2026,4,20,chokepoint8,Gibraltar Strait,27,30,21,1,39,79,118,1007985,1627771,113297,0,1095500,2749054,3844555,21226
2026/04/21,2026,4,21,chokepoint8,Gibraltar Strait,30,27,25,3,53,85,138,698064,859426,125998,4001,854261,1687490,2541751,21227
2026/04/22,2026,4,22,chokepoint8,Gibraltar Strait,42,37,29,5,42,113,155,930821,1662288,109953,7074,1229110,2710138,3939249,21228
2026/04/23,2026,4,23,chokepoint8,Gibraltar Strait,30,26,22,4,37,82,119,837028,1009093,83415,7009,1254698,1936547,3191245,21229
2026/04/24,2026,4,24,chokepoint8,Gibraltar Strait,35,27,27,6,47,95,142,1500677,921951,93078,12040,1424850,2527748,3952599,21230
2026/04/25,2026,4,25,chokepoint8,Gibraltar Strait,24,23,24,8,33,79,112,526833,870291,80363,17377,829011,1494866,2323877,21231
2026/04/26,2026,4,26,chokepoint8,Gibraltar Strait,34,26,24,6,47,90,137,977180,886287,107352,27737,1365528,1998557,3364085,21232
2026/04/27,2026,4,27,chokepoint8,Gibraltar Strait,32,28,20,6,35,86,121,872250,1012465,71988,17552,947342,1974257,2921599,21233
2026/04/28,2026,4,28,chokepoint8,Gibraltar Strait,28,30,21,4,50,83,133,775416,1017903,53212,17100,1257963,1863632,3121596,21234
2026/04/29,2026,4,29,chokepoint8,Gibraltar Strait,38,35,25,7,40,105,145,1411214,1082939,96776,13686,1239624,2604617,3844242,21235
2026/04/30,2026,4,30,chokepoint8,Gibraltar Strait,26,24,20,6,48,76,124,819398,1011244,140964,10869,1485849,1982477,3468327,21236
2026/05/01,2026,5,1,chokepoint8,Gibraltar Strait,27,24,28,4,57,83,140,815299,812810,95259,7453,1649514,1730822,3380336,21237
2026/05/02,2026,5,2,chokepoint8,Gibraltar Strait,23,34,16,4,40,77,117,834935,1305902,64782,13441,1175912,2219061,3394974,21238
2026/05/03,2026,5,3,chokepoint8,Gibraltar Strait,32,28,19,5,35,84,119,1340535,1151549,61580,5091,1040830,2558757,3599587,21239
2026/05/04,2026,5,4,chokepoint8,Gibraltar Strait,32,35,21,5,34,93,127,647530,1380436,101282,26562,852294,2155812,3008106,21240
2026/05/05,2026,5,5,chokepoint8,Gibraltar Strait,23,26,26,4,32,79,111,902056,1110522,88557,5939,771881,2107075,2878957,21241
2026/05/06,2026,5,6,chokepoint8,Gibraltar Strait,34,32,26,10,48,102,150,1218772,1333674,128428,34100,1723344,2714975,4438320,21242
